Profession,Name,Tool,.,Consumes,Produces,,Prof,Focus,Success%,HQ%,AD used/try,Success cost,AD produced/try,Margin%,Net profit,Commission,Dab Hand?,Unlock,,Base commission,Artisan %,Commission,Commissioncost,Success%,HQ%,AD used,AD produced,AVGsucces%,Fail%,Normal%,HQ%,Dab%,DabHQ%,Recycle%,Recyclex100,Dabx100,DabHQx100,Normalx100,HQx100,,Con1,Con1 #,Con2,Con2 #,Con3,Con3 #,Con4,Con4 #,Con5,Con5 #,PCON1,PCON2,PCON3,PCON4,PCON5,TOTAL CON,T3prod1,#,ProdReg,ProdHQ,ProdHQfallback,Profession,Name,Tool,Unlock,Consumes,Produces,Dab Hand?
Leatherworking,,,3x,Fey Fibers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leatherworking,,,,Fey Fibers,,
Leatherworking,,,1x,Salty Tears Varnish,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leatherworking,,,,Salty Tears Varnish,,
Leatherworking,Fey Decorated Wetboots,#N/A,2x,Lacquered 'Aged' Leather,1x,Fey Decorated Wetboots,1400,1400,79.86%,7.79%,0,0,No AH value,,,8.7500,No,Sharandar Masterwork - Leatherworking,,5,75,8.75,0,0.7985714286,0.07785714286,0,No AH value,79.86%,20.14%,73.64%,6.22%,0.00%,0.00%,6.04%,0,0,0,0,0,,Lacquered 'Aged' Leather,2,Thorned Ornament,2,Lacquered Leaves,3,Salty Tears Varnish,1,,,0,0,0,0,-999,0,Fey Decorated Wetboots,1,0,0,0,Leatherworking,Fey Decorated Wetboots,,Sharandar Masterwork - Leatherworking,Lacquered 'Aged' Leather,Fey Decorated Wetboots,No
Leatherworking,,,2x,Thorned Ornament,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leatherworking,,,,Thorned Ornament,,
Leatherworking,,,3x,Lacquered Leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leatherworking,,,,Lacquered Leaves,,
Leatherworking,,,1x,Salty Tears Varnish,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leatherworking,,,,Salty Tears Varnish,,
Leatherworking,Fey'd Leaf Cap,#N/A,2x,Lacquered 'Aged' Leather,1x,Fey'd Leaf Cap,1400,1400,79.86%,7.79%,0,0,No AH value,,,8.7500,No,Sharandar Masterwork - Leatherworking,,5,75,8.75,0,0.7985714286,0.07785714286,0,No AH value,79.86%,20.14%,73.64%,6.22%,0.00%,0.00%,6.04%,0,0,0,0,0,,Lacquered 'Aged' Leather,2,Woven Whiskers,2,Fey Fibers,3,Salty Tears Varnish,1,,,0,0,0,0,-999,0,Fey'd Leaf Cap,1,0,0,0,Leatherworking,Fey'd Leaf Cap,,Sharandar Masterwork - Leatherworking,Lacquered 'Aged' Leather,Fey'd Leaf Cap,No
Leatherworking,,,2x,Woven Whiskers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leatherworking,,,,Woven Whiskers,,
Leatherworking,,,3x,Fey Fibers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leatherworking,,,,Fey Fibers,,
Leatherworking,,,1x,Salty Tears Varnish,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leatherworking,,,,Salty Tears Varnish,,
Leatherworking,Fey'd Leaf Wetboots,#N/A,2x,Lacquered 'Aged' Leather,1x,Fey'd Leaf Wetboots,1400,1400,79.86%,7.79%,0,0,No AH value,,,8.7500,No,Sharandar Masterwork - Leatherworking,,5,75,8.75,0,0.7985714286,0.07785714286,0,No AH value,79.86%,20.14%,73.64%,6.22%,0.00%,0.00%,6.04%,0,0,0,0,0,,Lacquered 'Aged' Leather,2,Thorned Ornament,2,Lacquered Leaves,3,Salty Tears Varnish,1,,,0,0,0,0,-999,0,Fey'd Leaf Wetboots,1,0,0,0,Leatherworking,Fey'd Leaf Wetboots,,Sharandar Masterwork - Leatherworking,Lacquered 'Aged' Leather,Fey'd Leaf Wetboots,No
Leatherworking,,,2x,Thorned Ornament,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leatherworking,,,,Thorned Ornament,,
Leatherworking,,,3x,Lacquered Leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leatherworking,,,,Lacquered Leaves,,
Leatherworking,,,1x,Salty Tears Varnish,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leatherworking,,,,Salty Tears Varnish,,
Leatherworking,Petrified Armlets,#N/A,2x,Lacquered 'Aged' Leather,1x,Petrified Armlets,1400,1400,79.86%,7.79%,0,0,No AH value,,,8.7500,No,Sharandar Masterwork - Leatherworking,,5,75,8.75,0,0.7985714286,0.07785714286,0,No AH value,79.86%,20.14%,73.64%,6.22%,0.00%,0.00%,6.04%,0,0,0,0,0,,Lacquered 'Aged' Leather,2,Thorned Ornament,2,Fey Fibers,3,Salty Tears Varnish,1,,,0,0,0,0,-999,0,Petrified Armlets,1,0,0,0,Leatherworking,Petrified Armlets,,Sharandar Masterwork - Leatherworking,Lacquered 'Aged' Leather,Petrified Armlets,No
Leatherworking,,,2x,Thorned Ornament,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leatherworking,,,,Thorned Ornament,,
Leatherworking,,,3x,Fey Fibers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leatherworking,,,,Fey Fibers,,
Leatherworking,,,1x,Salty Tears Varnish,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leatherworking,,,,Salty Tears Varnish,,
Leatherworking,Petrified Bark Barbute,#N/A,2x,Lacquered 'Aged' Leather,1x,Petrified Bark Barbute,1400,1400,79.86%,7.79%,0,0,No AH value,,,8.7500,No,Sharandar Masterwork - Leatherworking,,5,75,8.75,0,0.7985714286,0.07785714286,0,No AH value,79.86%,20.14%,73.64%,6.22%,0.00%,0.00%,6.04%,0,0,0,0,0,,Lacquered 'Aged' Leather,2,Thorned Ornament,2,Fey Fibers,3,Salty Tears Varnish,1,,,0,0,0,0,-999,0,Petrified Bark Barbute,1,0,0,0,Leatherworking,Petrified Bark Barbute,,Sharandar Masterwork - Leatherworking,Lacquered 'Aged' Leather,Petrified Bark Barbute,No
Leatherworking,,,2x,Thorned Ornament,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leatherworking,,,,Thorned Ornament,,
Leatherworking,,,3x,Fey Fibers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leatherworking,,,,Fey Fibers,,
Leatherworking,,,1x,Salty Tears Varnish,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leatherworking,,,,Salty Tears Varnish,,
Leatherworking,Petrified Bark Crown,#N/A,2x,Lacquered 'Aged' Leather,1x,Petrified Bark Crown,1400,1400,79.86%,7.79%,0,0,No AH value,,,8.7500,No,Sharandar Masterwork - Leatherworking,,5,75,8.75,0,0.7985714286,0.07785714286,0,No AH value,79.86%,20.14%,73.64%,6.22%,0.00%,0.00%,6.04%,0,0,0,0,0,,Lacquered 'Aged' Leather,2,Thorned Ornament,2,Fey Fibers,3,Salty Tears Varnish,1,,,0,0,0,0,-999,0,Petrified Bark Crown,1,0,0,0,Leatherworking,Petrified Bark Crown,,Sharandar Masterwork - Leatherworking,Lacquered 'Aged' Leather,Petrified Bark Crown,No
Leatherworking,,,2x,Thorned Ornament,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leatherworking,,,,Thorned Ornament,,
Leatherworking,,,3x,Fey Fibers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leatherworking,,,,Fey Fibers,,
Leatherworking,,,1x,Salty Tears Varnish,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leatherworking,,,,Salty Tears Varnish,,
Leatherworking,Petrified Barkhide Mantle,#N/A,4x,Lacquered 'Aged' Leather,1x,Petrified Barkhide Mantle,1400,1400,79.86%,7.79%,0,0,No AH value,,,8.7500,No,Sharandar Masterwork - Leatherworking,,5,75,8.75,0,0.7985714286,0.07785714286,0,No AH value,79.86%,20.14%,73.64%,6.22%,0.00%,0.00%,6.04%,0,0,0,0,0,,Lacquered 'Aged' Leather,4,Woven Whiskers,2,Crystalline Ornament,2,Woven Fey Leaves,1,Salty Tears Varnish,1,0,0,0,0,0,0,Petrified Barkhide Mantle,1,0,0,0,Leatherworking,Petrified Barkhide Mantle,,Sharandar Masterwork - Leatherworking,Lacquered 'Aged' Leather,Petrified Barkhide Mantle,No
Leatherworking,,,2x,Woven Whiskers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leatherworking,,,,Woven Whiskers,,
Leatherworking,,,2x,Crystalline Ornament,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leatherworking,,,,Crystalline Ornament,,
Leatherworking,,,1x,Woven Fey Leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leatherworking,,,,Woven Fey Leaves,,
Leatherworking,,,1x,Salty Tears Varnish,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leatherworking,,,,Salty Tears Varnish,,
Leatherworking,Petrified Covers,#N/A,2x,Lacquered 'Aged' Leather,1x,Petrified Covers,1400,1400,79.86%,7.79%,0,0,No AH value,,,8.7500,No,Sharandar Masterwork - Leatherworking,,5,75,8.75,0,0.7985714286,0.07785714286,0,No AH value,79.86%,20.14%,73.64%,6.22%,0.00%,0.00%,6.04%,0,0,0,0,0,,Lacquered 'Aged' Leather,2,Thorned Ornament,2,Fey Fibers,3,Salty Tears Varnish,1,,,0,0,0,0,-999,0,Petrified Covers,1,0,0,0,Leatherworking,Petrified Covers,,Sharandar Masterwork - Leatherworking,Lacquered 'Aged' Leather,Petrified Covers,No
Leatherworking,,,2x,Thorned Ornament,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leatherworking,,,,Thorned Ornament,,
Leatherworking,,,3x,Fey Fibers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leatherworking,,,,Fey Fibers,,
Leatherworking,,,1x,Salty Tears Varnish,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leatherworking,,,,Salty Tears Varnish,,
Leatherworking,Petrified Growth,#N/A,4x,Lacquered 'Aged' Leather,1x,Petrified Growth,1400,1400,79.86%,7.79%,0,0,No AH value,,,8.7500,No,Sharandar Masterwork - Leatherworking,,5,75,8.75,0,0.7985714286,0.07785714286,0,No AH value,79.86%,20.14%,73.64%,6.22%,0.00%,0.00%,6.04%,0,0,0,0,0,,Lacquered 'Aged' Leather,4,Woven Whiskers,2,Thorned Ornament,2,Woven Fey Leaves,1,Salty Tears Varnish,1,0,0,0,0,0,0,Petrified Growth,1,0,0,0,Leatherworking,Petrified Growth,,Sharandar Masterwork - Leatherworking,Lacquered 'Aged' Leather,Petrified Growth,No
Leatherworking,,,2x,Woven Whiskers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leatherworking,,,,Woven Whiskers,,
Leatherworking,,,2x,Thorned Ornament,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leatherworking,,,,Thorned Ornament,,
Leatherworking,,,1x,Woven Fey Leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leatherworking,,,,Woven Fey Leaves,,
Leatherworking,,,1x,Salty Tears Varnish,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leatherworking,,,,Salty Tears Varnish,,
Leatherworking,Petrified Guards,#N/A,2x,Lacquered 'Aged' Leather,1x,Petrified Guards,1400,1400,79.86%,7.79%,0,0,No AH value,,,8.7500,No,Sharandar Masterwork - Leatherworking,,5,75,8.75,0,0.7985714286,0.07785714286,0,No AH value,79.86%,20.14%,73.64%,6.22%,0.00%,0.00%,6.04%,0,0,0,0,0,,Lacquered 'Aged' Leather,2,Woven Whiskers,2,Lacquered Leaves,3,Salty Tears Varnish,1,,,0,0,0,0,-999,0,Petrified Guards,1,0,0,0,Leatherworking,Petrified Guards,,Sharandar Masterwork - Leatherworking,Lacquered 'Aged' Leather,Petrified Guards,No
Leatherworking,,,2x,Woven Whiskers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leatherworking,,,,Woven Whiskers,,
Leatherworking,,,3x,Lacquered Leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leatherworking,,,,Lacquered Leaves,,
Leatherworking,,,1x,Salty Tears Varnish,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leatherworking,,,,Salty Tears Varnish,,
Leatherworking,Petrified Leavehide,#N/A,4x,Lacquered 'Aged' Leather,1x,Petrified Leavehide,1400,1400,79.86%,7.79%,0,0,No AH value,,,8.7500,No,Sharandar Masterwork - Leatherworking,,5,75,8.75,0,0.7985714286,0.07785714286,0,No AH value,79.86%,20.14%,73.64%,6.22%,0.00%,0.00%,6.04%,0,0,0,0,0,,Lacquered 'Aged' Leather,4,Woven Whiskers,2,Crystalline Ornament,2,Woven Fey Leaves,1,Salty Tears Varnish,1,0,0,0,0,0,0,Petrified Leavehide,1,0,0,0,Leatherworking,Petrified Leavehide,,Sharandar Masterwork - Leatherworking,Lacquered 'Aged' Leather,Petrified Leavehide,No
Leatherworking,,,2x,Woven Whiskers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leatherworking,,,,Woven Whiskers,,
Leatherworking,,,2x,Crystalline Ornament,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leatherworking,,,,Crystalline Ornament,,
Leatherworking,,,1x,Woven Fey Leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leatherworking,,,,Woven Fey Leaves,,
Leatherworking,,,1x,Salty Tears Varnish,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leatherworking,,,,Salty Tears Varnish,,
Leatherworking,Petrified Overgrowth,#N/A,4x,Lacquered 'Aged' Leather,1x,Petrified Overgrowth,1400,1400,79.86%,7.79%,0,0,No AH value,,,8.7500,No,Sharandar Masterwork - Leatherworking,,5,75,8.75,0,0.7985714286,0.07785714286,0,No AH value,79.86%,20.14%,73.64%,6.22%,0.00%,0.00%,6.04%,0,0,0,0,0,,Lacquered 'Aged' Leather,4,Woven Whiskers,2,Crystalline Ornament,2,Woven Fey Leaves,1,Salty Tears Varnish,1,0,0,0,0,0,0,Petrified Overgrowth,1,0,0,0,Leatherworking,Petrified Overgrowth,,Sharandar Masterwork - Leatherworking,Lacquered 'Aged' Leather,Petrified Overgrowth,No
Leatherworking,,,2x,Woven Whiskers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leatherworking,,,,Woven Whiskers,,
Leatherworking,,,2x,Crystalline Ornament,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leatherworking,,,,Crystalline Ornament,,
Leatherworking,,,1x,Woven Fey Leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leatherworking,,,,Woven Fey Leaves,,
Leatherworking,,,1x,Salty Tears Varnish,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leatherworking,,,,Salty Tears Varnish,,
Leatherworking,Petrified Shoes,#N/A,2x,Lacquered 'Aged' Leather,1x,Petrified Shoes,1400,1400,79.86%,7.79%,0,0,No AH value,,,8.7500,No,Sharandar Masterwork - Leatherworking,,5,75,8.75,0,0.7985714286,0.07785714286,0,No AH value,79.86%,20.14%,73.64%,6.22%,0.00%,0.00%,6.04%,0,0,0,0,0,,Lacquered 'Aged' Leather,2,Woven Whiskers,2,Lacquered Leaves,3,Salty Tears Varnish,1,,,0,0,0,0,-999,0,Petrified Shoes,1,0,0,0,Leatherworking,Petrified Shoes,,Sharandar Masterwork - Leatherworking,Lacquered 'Aged' Leather,Petrified Shoes,No
Leatherworking,,,2x,Woven Whiskers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leatherworking,,,,Woven Whiskers,,
Leatherworking,,,3x,Lacquered Leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leatherworking,,,,Lacquered Leaves,,
Leatherworking,,,1x,Salty Tears Varnish,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leatherworking,,,,Salty Tears Varnish,,
Leatherworking,Petrified Wetboots,#N/A,2x,Lacquered 'Aged' Leather,1x,Petrified Wetboots,1400,1400,79.86%,7.79%,0,0,No AH value,,,8.7500,No,Sharandar Masterwork - Leatherworking,,5,75,8.75,0,0.7985714286,0.07785714286,0,No AH value,79.86%,20.14%,73.64%,6.22%,0.00%,0.00%,6.04%,0,0,0,0,0,,Lacquered 'Aged' Leather,2,Thorned Ornament,2,Lacquered Leaves,3,Salty Tears Varnish,1,,,0,0,0,0,-999,0,Petrified Wetboots,1,0,0,0,Leatherworking,Petrified Wetboots,,Sharandar Masterwork - Leatherworking,Lacquered 'Aged' Leather,Petrified Wetboots,No
Leatherworking,,,2x,Thorned Ornament,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leatherworking,,,,Thorned Ornament,,
Leatherworking,,,3x,Lacquered Leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leatherworking,,,,Lacquered Leaves,,
Leatherworking,,,1x,Salty Tears Varnish,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leatherworking,,,,Salty Tears Varnish,,
Leatherworking,Petrified Wristguards,#N/A,2x,Lacquered 'Aged' Leather,1x,Petrified Wristguards,1400,1400,79.86%,7.79%,0,0,No AH value,,,8.7500,No,Sharandar Masterwork - Leatherworking,,5,75,8.75,0,0.7985714286,0.07785714286,0,No AH value,79.86%,20.14%,73.64%,6.22%,0.00%,0.00%,6.04%,0,0,0,0,0,,Lacquered 'Aged' Leather,2,Thorned Ornament,2,Fey Fibers,3,Salty Tears Varnish,1,,,0,0,0,0,-999,0,Petrified Wristguards,1,0,0,0,Leatherworking,Petrified Wristguards,,Sharandar Masterwork - Leatherworking,Lacquered 'Aged' Leather,Petrified Wristguards,No
Leatherworking,,,2x,Thorned Ornament,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leatherworking,,,,Thorned Ornament,,
Leatherworking,,,3x,Fey Fibers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leatherworking,,,,Fey Fibers,,
Leatherworking,,,1x,Salty Tears Varnish,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leatherworking,,,,Salty Tears Varnish,,
Leatherworking,Sprouting Crown,#N/A,2x,Lacquered 'Aged' Leather,1x,Sprouting Crown,1400,1400,79.86%,7.79%,0,0,No AH value,,,8.7500,No,Sharandar Masterwork - Leatherworking,,5,75,8.75,0,0.7985714286,0.07785714286,0,No AH value,79.86%,20.14%,73.64%,6.22%,0.00%,0.00%,6.04%,0,0,0,0,0,,Lacquered 'Aged' Leather,2,Woven Whiskers,2,Fey Fibers,3,Salty Tears Varnish,1,,,0,0,0,0,-999,0,Sprouting Crown,1,0,0,0,Leatherworking,Sprouting Crown,,Sharandar Masterwork - Leatherworking,Lacquered 'Aged' Leather,Sprouting Crown,No
Leatherworking,,,2x,Woven Whiskers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leatherworking,,,,Woven Whiskers,,
Leatherworking,,,3x,Fey Fibers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leatherworking,,,,Fey Fibers,,
Leatherworking,,,1x,Salty Tears Varnish,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leatherworking,,,,Salty Tears Varnish,,
Tailoring,Chultan Silk Thread,#N/A,12x,Silkworm Cocoon,4x,Chultan Silk Thread,1400,1400,81.43%,9.36%,"9,000","10,551",No AH value,,,2.8875,Yes,Chultan Masterwork - Tailoring I,,1.65,75,2.8875,0,0.8142857143,0.09357142857,9000,No AH value,96.45%,18.57%,73.81%,7.62%,18.45%,1.90%,5.57%,"50,143",0,0,0,0,,Silkworm Cocoon,12,Chultan Spring Water,6,,,,,,,6000,3000,-999,-999,-999,9000,Chultan Silk Thread,4,0,0,0,Tailoring,Chultan Silk Thread,,Chultan Masterwork - Tailoring I,Silkworm Cocoon,Chultan Silk Thread,Yes
Tailoring,,,6x,Chultan Spring Water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tailoring,,,,Chultan Spring Water,,
Tailoring,Chultan Silk,#N/A,4x,Chultan Silk Thread,2x,Chultan Silk,1400,1400,81.43%,9.36%,"3,300","3,869",No AH value,,,2.8875,Yes,Chultan Masterwork - Tailoring I,,1.65,75,2.8875,0,0.8142857143,0.09357142857,3300,No AH value,96.45%,18.57%,73.81%,7.62%,18.45%,1.90%,5.57%,"18,386",0,0,0,0,,Chultan Silk Thread,4,Potash,1,Spider Silk,4,,,,,0,3300,0,-999,-999,3300,Chultan Silk,2,0,0,0,Tailoring,Chultan Silk,,Chultan Masterwork - Tailoring I,Chultan Silk Thread,Chultan Silk,Yes
Tailoring,,,1x,Potash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tailoring,,,,Potash,,
Tailoring,,,4x,Spider Silk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tailoring,,,,Spider Silk,,
Tailoring,Jute Macrame,#N/A,15x,Samarachan Jute,3x,Jute Macrame,1400,1400,81.43%,9.36%,"6,750","7,913",No AH value,,,2.8875,Yes,Chultan Masterwork - Tailoring I,,1.65,75,2.8875,0,0.8142857143,0.09357142857,6750,No AH value,96.45%,18.57%,73.81%,7.62%,18.45%,1.90%,5.57%,"37,607",0,0,0,0,,Samarachan Jute,15,,,,,,,,,6750,-999,-999,-999,-999,6750,Jute Macrame,3,0,0,0,Tailoring,Jute Macrame,,Chultan Masterwork - Tailoring I,Samarachan Jute,Jute Macrame,Yes
Tailoring,Twine Net,#N/A,3x,Samarachan Jute,1x,Twine Net,1400,1400,81.43%,9.36%,"1,350","1,583",No AH value,,,8.7500,No,Chultan Masterwork - Tailoring II,,5,75,8.75,0,0.8142857143,0.09357142857,1350,No AH value,81.43%,18.57%,73.81%,7.62%,0.00%,0.00%,5.57%,"7,521",0,0,0,0,,Samarachan Jute,3,Bronzewood Lumber,2,Lacquered Dinosaur Leather,1,,,,,1350,0,0,-999,-999,1350,Twine Net,1,0,0,0,Tailoring,Twine Net,,Chultan Masterwork - Tailoring II,Samarachan Jute,Twine Net,No
Tailoring,,,2x,Bronzewood Lumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tailoring,,,,Bronzewood Lumber,,
Tailoring,,,1x,Lacquered Dinosaur Leather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tailoring,,,,Lacquered Dinosaur Leather,,
Tailoring,Mastered Jute Assault Kohambos,#N/A,2x,Jute Macrame,1x,Mastered Jute Assault Kohambos,1400,1400,81.43%,9.36%,0,0,No AH value,,,8.7500,No,Chultan Masterwork - Tailoring II,,5,75,8.75,0,0.8142857143,0.09357142857,0,No AH value,81.43%,18.57%,73.81%,7.62%,0.00%,0.00%,5.57%,0,0,0,0,0,,Jute Macrame,2,Lacquered Dinosaur Leather,2,Chultan Silk,3,Living Varnish,1,,,0,0,0,0,-999,0,Mastered Jute Assault Kohambos,1,0,0,0,Tailoring,Mastered Jute Assault Kohambos,,Chultan Masterwork - Tailoring II,Jute Macrame,Mastered Jute Assault Kohambos,No
Tailoring,,,2x,Lacquered Dinosaur Leather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tailoring,,,,Lacquered Dinosaur Leather,,
Tailoring,,,3x,Chultan Silk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tailoring,,,,Chultan Silk,,
Tailoring,,,1x,Living Varnish,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tailoring,,,,Living Varnish,,
Tailoring,Mastered Jute Raid Kohambos,#N/A,2x,Jute Macrame,1x,Mastered Jute Raid Kohambos,1400,1400,81.43%,9.36%,0,0,No AH value,,,8.7500,No,Chultan Masterwork - Tailoring II,,5,75,8.75,0,0.8142857143,0.09357142857,0,No AH value,81.43%,18.57%,73.81%,7.62%,0.00%,0.00%,5.57%,0,0,0,0,0,,Jute Macrame,2,Lacquered Dinosaur Leather,2,Chultan Silk,3,Living Varnish,1,,,0,0,0,0,-999,0,Mastered Jute Raid Kohambos,1,0,0,0,Tailoring,Mastered Jute Raid Kohambos,,Chultan Masterwork - Tailoring II,Jute Macrame,Mastered Jute Raid Kohambos,No
